Form Control,State,Excluding State,Form Type,Form Type Description,Form Name,Form Number,Form Priority,Form Key,Form Version,Filed Form Number,Location,Docusign Link,Form Status,Start Date,End Date,Interview ID,Auth Combined,Application Combined,Policy Combined,Policy Packet,Producer Combined,Illustration Combined,Form Owner,Insured/Applicant/Owner Name & Signature,Ethos Agent Signature,Carrier Signature,Ethos Address,Carrier Address,Field Mapping,Internal Doc Type,External Doc Type,Acord Doc Type,External Doc Control,External Form Description,Business Rule,Notes,Required Fields,,,,,,,,,,,,,,,,
Ethos_IUL_v1,All,,Producer Statement,,APPLICATION FOR INSURANCE: PRODUCER’S STATEMENT,UN 2550 ETH ZY 7-23,1.0,a96b644d-d03f-419d-be4e-1edb75d9449e,,,UN 2550 ETH ZY 7-23,Link,Pending,2023-03-01 00:00:00,,,N,N,N,N,Y,N,Carrier,Y,N,N,N,Y,Y,,1999.0,,U1020,Miscellaneous
Ethos_IUL_v1,All,,Producer Statement,,Important Notice and Disclosure: Sales to Military Personnel: Producer Statement,UN 1216 ZZ,1.0,50816483-9994-4caf-8cc6-345a6e861eb9,,,UN 1216 ZZ,Link,Pending,2023-03-01 00:00:00,,,N,N,N,N,Y,N,Carrier,Y,N,N,N,Y,Y,,1999.0,,U1020,Miscellaneous,Form Trigger: askLabel: military-status-current = Yes
"Ameritas_Choice_v1, Ethos_IUL_v1",FL,,Application,,Application for Individual Life Insurance,UN 5710 ZY 1-23 FL,41.0,bbd4d3af-df63-4437-ad75-741c760843ab,,,UN 5710 ZY 1-23 FL,Link,Implemented,2023-07-21 00:00:00,,,N,Y,Y,Y,N,N,Carrier,Y,N,N,N,Y,Y,,1010.0,,10.0,Original Application
"Ameritas_Choice_v1, Ethos_IUL_v1",Compact,,Application,,Application for Individual Life Insurance,ICC23 UN 5710 ZY 1-23,41.0,39475f34-4709-4e6d-895d-7cd6ecb95f32,,,ICC23 UN 5710 ZY 1-23,Link,Implemented,2023-06-20 00:00:00,,,N,Y,Y,Y,N,N,Carrier,Y,N,N,N,Y,Y,,1010.0,,10.0,Original Application,"Signed at Submit for RUW, activation for IC"
"Ameritas_Choice_v1, Ethos_IUL_v1",SC,,Application,,Application for Individual Life Insurance,UN 5710 ZY 1-23,41.0,4460a37f-8143-4f70-acc7-0f7751fe6268,,,UN 5710 ZY 1-23,Link,Implemented,2023-09-10 00:00:00,,,N,Y,Y,Y,N,N,Carrier,Y,N,N,N,Y,Y,,1010.0,,10.0,Original Application,,,
"Ameritas_Choice_v1, Ethos_IUL_v1",All,"SC, FL, CA",Application ,,Application for Individual Life Insurance (Additional Information Dynamic Pages),ICC23 UN 5710 ZY 1-23,41.5,supplemental-info-formkey,,,None,None,Implemented,2024-02-20 00:00:00,,,N,Y,Y,Y,N,N,,,,,,,,,,
"Ameritas_Choice_v1, Ethos_IUL_v1",SC,,Application,,Application for Individual Life Insurance (Additional Information Dynamic Pages),UN 5710 ZY 1-23,41.5,supplemental-info-formkey,,,None,None,Implemented,2024-02-20 00:00:00,,,N,Y,Y,Y,N,N,,,,,,,,,,
"Ameritas_Choice_v1, Ethos_IUL_v1",FL,,Application,,Application for Individual Life Insurance (Additional Information Dynamic Pages),UN 5710 ZY 1-23 FL,41.5,supplemental-info-formkey,,,None,None,Implemented,2024-02-20 00:00:00,,,N,Y,Y,Y,N,N,,,,,,,,,,
"Ameritas_Choice_v1, Ethos_IUL_v1",Compact,,Application,,Application for Individual Life Insurance (Additional Information Signature Page),ICC23 UN 5710 ZY 1-23,42.0,98c803c0-7ada-4db4-9f38-bf60239c7789,,,ICC UN 5710 ZY 1-23,Link,Implemented,2023-06-20 00:00:00,,,N,Y,Y,Y,N,N,Carrier,Y,N,N,N,Y,Y,,1010.0,,10.0,Original Application,"Signed at Submit for RUW, activation for IC"
"Ameritas_Choice_v1, Ethos_IUL_v1",SC,,Application,,Application for Individual Life Insurance (Additional Information Signature Page),UN 5710 ZY 1-23,42.0,3d0c8952-086c-45d4-a1e3-fa65419b465f,,,BKPG UN 5710 ZY 1-23,Link,Implemented,2023-09-10 00:00:00,,,N,Y,Y,Y,N,N,Carrier,Y,N,N,N,Y,Y,,1010.0,,10.0,Original Application,,,
"Ameritas_Choice_v1, Ethos_IUL_v1",FL,,Application,,Application for Individual Life Insurance (Additional Information Signature Page),UN 5710 ZY 1-23 FL,42.0,964d578b-d12e-4271-91f1-977c4c05883a,,,UN 5710 ZY 1-23 FL,Link,Implemented,2023-07-21 00:00:00,,,N,Y,Y,Y,N,N,Carrier,Y,N,N,N,Y,Y,,1010.0,,10.0,Original Application
